Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Publisher,Date Published,Year Published,Genre,Edition,Editor,Summary,Guided Reading Level,Lexile Measure,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,Word Count,Original Title,Number of Pages,Format,Dimensions,Weight,List Price,Language,DDC,LCC,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
The Great Kapok Tree,A Tale of the Amazon Rain Forest,,,Lynne Cherry,"Cherry, Lynne",,,,Houghton Mifflin Harcourt,,1990,Juvenile Fiction,,,"The author and artist Lynne Cherry journeyed deep into the rain forests of Brazil to write and illustrate her gorgeous picture bookThe Great Kapok Tree: A Tale of the Amazon Rain Forest (1990). One day, a man exhausts himself trying to chop down a giant kapok tree. While he sleeps, the forest's residents, including a child from the Yanomamo tribe, whisper in his ear about the importance of trees and how ""all living things depend on one another"" . . . and it works. Cherry's lovingly rendered colored pencil and watercolor drawings of all the ""wondrous and rare animals"" evoke the lush rain forests, as well as stunning world maps bordered by tree porcupines, emerald tree boas, and dozens more fascinating creatures. Awards: IRA Teacher's Choice (1991), ABA's Pick of the Lists, Reading Rainbow Review Book, NSTA-CBC Outstanding Trade Book for Children",,,,,,,,36,,,,,English,,,,9780152005207,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.421977996,,,,,,qqy_Xwt-SRQC,,0,,
If You Give a Dog a Donut,,,,Laura Numeroff,"Numeroff, Laura",,,,HarperCollins,2011/10/04,2011,Juvenile Fiction,,,"If you give a dog a donut, he’ll ask for some apple juice to go with it.   When you give him the juice, he’ll drink it all up.   Then, before you can say “Woof” . . . Dog is off on a backyard adventure!   The exuberant dog who first appeared in if you give a pig a party is now the star of his very own book. Written in the irresistible “If You Give…” tradition, if you give a dog a donut is another home run from the beloved team of Laura Numeroff and Felicia Bond.",,,,,,,,32,,,,,English,,,,9780060266837,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.408872961,,,,,,XxtCHQAACAAJ,,0,,
A is for Amos,,,,Deborah Chandra,"Chandra, Deborah",,,,Farrar Straus Giroux,,1999,Horses,,,,,,,,,,,,,,,,,,,,9780374300012,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.400524020,,,,,,,,0,https://covers.openlibrary.org/b/id/1188502-L.jpg,
On the Town,A Community Adventure,,,Judith Caseley,"Caseley, Judith",,,,HarperCollins,2002/03/26,2002,Juvenile Fiction,,,"Charlie's homework was to explore the people and places in his community. ""What is my community?"" he asked his mother. So they took a walk to find out. With the bounce and humor that have characterized all her popular books over the years, Judith Caseley once again proves that when it comes to the primary school world, there is very little that she doesn't know. Charlie and his mother take a walk that can be taken by anyone with a keen sense of fun -- and open eyes and an inquiring mind.",,,,,,,,32,,,,,English,,,,9780060295851,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.386649012,,,,,,gBb-nQEACAAJ,,0,,
The Sounds of Music,,,,Linda C. Casterline,"Casterline, Linda C.",,,,Gareth Stevens Publishing,2004/01/01,2004,Internet Archive Wishlist,,,,,,,,,,,15,,,,,,,,,9780836841008,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.375303983,,,,,,,,0,https://covers.openlibrary.org/b/id/4751835-L.jpg,
Digger Dog,,,,William Bee,"Bee, William",,,,Candlewick Press,,2014,Juvenile Fiction,,,"Digger Dog loves to dig up bones, the bigger the better. But for the biggest bone in the world, what will Digger Dog need? The biggest digger in the world, of course! All through the story, the diggers get bigger, the hole gets deeper, and there is a fantastic fold-out surprise at the end!",,,,,,,,36,,,,,English,,,,9780763661625,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.362056016,,,,,,qPRbngEACAAJ,,0,,
Stellaluna,,,,Janell Cannon,"Cannon, Janell",,,,Houghton Mifflin Harcourt,,1993,Juvenile Fiction,,,"Knocked from her mother's safe embrace by an attacking owl, Stellaluna lands headfirst in a bird's nest. This adorable baby fruit bat's world is literally turned upside down when she is adopted by the occupants of the nest and adapts to their peculiar bird habits. Two pages of notes at the end of the story provide factual information about bats. “Delightful and informative but never didactic; a splendid debut.”--Kirkus Reviews",,,,,,,,48,,,,,English,,,,9780152802172,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.349275946,,,,,,hjiQoetvrAUC,,0,,
The Yellow Lion,The First Adventure in John's Colorful World,,,Margaret S. Campilonga,"Campilonga, Margaret S.",,,,Chicken Soup Press,,1995,Fiction,,,"A charming & whimsical story in verse about a little boy called John who conquers his fear. What happens when Mom goes shopping & a yellow lion comes to visit? Welcome to JOHN'S COLORFUL WORLD. THE YELLOW LION is the first in a series of twelve books, each dealing with a different color & a different adventure. Yellow lions only visit when Moms & Dads go out. While older sister Pam talks on the telephone, John finds a solution to his problem. He grabs the vacuum cleaner & battles the lion, sucking it ""right up the nose."" When Mom comes home, bratty Pam takes all the credit for watching him & cleaning up the house. Imaginative, with clever rhyme, lively language & delightful illustrations. Will appeal to reluctant readers as well as those who ""devour"" books. Ten nature facts about lions are included. The child is also asked to imagine a world without color & then introduced to some of the colorful expressions we use everyday. The author is a teacher & published poet, with two collections to her credit. Available from your local distributor or CHICKEN SOUP PRESS, INC. P.O. Box 164, Circleville, NY 10919. Tel: 914-692-6320 FAX: 914-469-9654.",,,,,,,,32,,,,,English,,,,9780964690400,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.337093949,,,,,,eXQRBnHwk6gC,,0,,
"Twinkle, Twinkle, Little Star",,,,Jane Cabrera,"Cabrera, Jane",,,,"Holiday House, Incorporated",2012/07/01,2012,Juvenile Nonfiction,,,"A favorite lullaby becomes a celebration of love in thislushly illustrated version featuring animals from all overthe world.On a beautiful night an owl sings to her owlet, a deerto his fawn, a whale to her calf. Animal parents sing thislullaby to their young, showing the universality of aparent’s love for his or her child. Jane Cabrera’s brilliantcolors illustrate these adorable animals and theirhomes.",,,,,,,,32,,,,,English,,,,9780823425198,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.324694991,,,,,,hyyitgAACAAJ,,0,,
Too Many Leprechauns,Or How That Pot O' Gold Got to the End of the Rainbow,,,Stephen Krensky,"Krensky, Stephen",,,,Simon and Schuster,2007/01/09,2007,Juvenile Fiction,,,"On St. Patrick's Day, leprechauns are lucky. But on every other day of the year, they make for noisy neighbors -- and they're turning the entire town of Dingle upside down! Fortunately, Finn O'Finnegan always has a clever plan brewing, and this time, with a little luck of the Irish, it's a scheme that just might fool even the cleverest of creatures.",,,,,,,,32,,,,,English,,,,9780689851124,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.311066031,,,,,,sv1AZ6p4tLIC,,0,,
The Night Before St. Patrick's Day,,,,Natasha Wing,"Wing, Natasha",,,,Grosset & Dunlap,,2009,Juvenile Fiction,,,"It?s the night before St. Patrick?s Day, and Tim and Maureen are wide awake setting traps to catch a leprechaun! When they wake the next morning to the sound of their dad playing the bagpipes and the smell of their mom cooking green eggs, they?re shocked to find that they?ve actually caught a leprechaun. But will they be able to find his pot of gold? Natasha Wing?s latest title is once again told in verse to the same meter of Clement Moore?s classic.",,,,,,,,32,,,,,English,,,,9780448448527,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.298920989,,,,,,PBimNwAACAAJ,,0,,
Caillou,The Babysitter,,,"Nicole Nadeau, Claude Lapierre","Nadeau, Nicole",,,,Pgw,,2001,Juvenile Nonfiction,,,"In the ""North Star series, three-year-old Caillou continues to learn about life. He is also beginning to take his first steps into the wider world in an effort to understand his environment. The ""North Star books, conceived with a child psychologist, encourage personal growth and confidence by teaching children about themselves, familiar situations, and the challenges they might encounter in their daily lives. Caillou's adventures help children become confident that they can handle new experiences. The clear illustrations and simple texts provide ideal tools for language acquisition while fostering interaction between parent and child. Caillou is sad because his parents went out. The babysitter helps him feel better.",,,,,,,,24,,,,,English,,,,9782894502358,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.286339044,,,,,,ZWgLAAAACAAJ,,0,,
Kitty's Cuddles,,,,Jane Cabrera,"Cabrera, Jane",,,,Holiday House,,2007,Juvenile Fiction,,,"How does Peacock cuddle? Feathery and bright. How does Big Bear cuddle? Safe and fluffy. Kitty is trying out all different kinds of animals' cuddles. But which is his favorite? The soft, warm snuggle of his baby brother. Welcoming a new addition into the family has never been cozier.Main character Kitty is a fun-filled kitten who scampers through the world sharing her cuddles with all her friends. But whose cuddles does she love best? Kitty reaches out to unusual friends, cuddling with a mouse and a bird (a colorful peacock). She also visits animals friends in their homes-a frog in a pond and a monkey in a treetop. Truly unusual friends for a kitten are included, as well as Kitty-cuddles with an elephant and an octopus. But as young readers watch Kitty make her visits, who is the favorite friend to cuddle? Cabrera's vibrant illustrations have a gentle cartoonlike quality, with whimsical characters that come alive on the page. The bright colors and simple lines are sure to appeal to young readers, and the simple backgrounds make Kitty and her friends stand out. A couple of funny and imaginative illustrations come toward the end of the book when the soft kitten cuddles with a prickly porcupine and an unusual looking armadillo. Children will enjoy guessing who will be the best cuddle of all.",,,,,,,,26,,,,,English,,,,9780823420667,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.272289991,,,,,,6zlaAAAAYAAJ,,0,,
"Big Cat, Little Cat",,,,Elisha Cooper,"Cooper, Elisha",,,,Macmillan,2017/03/14,2017,Juvenile Fiction,,,"There was a cat who lived alone.Until the daya new cat came . . . And so a story of friendship begins, following two cats through their days, months, and years until one day, the older cat has to go. And he doesn’t come back.Big Cat, Little Cat is a poignant story, told in measured text and bold black-and-white illustrations about life and the act of moving on, from award-winning author Elisha Cooper.",,,,,,,,40,,,,,English,,,,9781626723719,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.259286046,,,,,,MPmiDQAAQBAJ,,0,,
Lucky Tucker,,,,Leslie McGuirk,"McGuirk, Leslie",,,,Candlewick Press,,2008,Juvenile Fiction,,,"Lucky dog! Life is a romp in the park after Tucker rolls in clover in this gleeful new tale about a charmingly expressive pup.  When Tucker the terrier wakes up on Saint Patrick’s Day, he gets off on the wrong paw. Nothing is going his way until he rolls in a bed of clover —- a bed of four-leaf clovers, that is, which just happens to belong to a leprechaun! Lucky Tucker! From snatching a falling scoop of ice cream to wrestling with his best friends to getting a whole box of new toys, Tucker is now the luckiest dog around!",,,,,,,,24,,,,,English,,,,9780763633899,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.245547056,,,,,,TryUVo9XMJ0C,,0,,
Cool City,LegoTM Models to Build - Stickers Included,,,Sean Kenney,"Kenney, Sean",,,,Macmillan,2011/09/13,2011,Juvenile Nonfiction,,,"Attention young brick builders: Sean Kenney is back with original city creations of all sizes, colors, and features. Build a skyscraper, a brownstone, or how about a mini metropolis! Complete with select model instructions for more than six creations, insider tips, and landscape designs for new LEGO fans as well as diehard enthusiasts. And as a bonus—a sticker sheet to decorate your new city models.",,,,,,,,32,,,,,English,,,,9780805087628,0,0,,Unread,,,,,,,0,,,,2018/03/20 07:08:48.190279006,,,,,,Uvo6CwAAQBAJ,,0,,
Standing Small,A Celebration of 30 Years of the LEGO Minifigure,,,Nevin Martell,"Martell, Nevin",,,,Dorling Kindersley,2011/09/01,2011,,,,"For over 30 years, the LEGO minifigures have make is possible for children to populate their LEGO worlds with a diverse cast of characters. Learn fascinating facts, learn how minifigures are made, and see fans' customized minifigures.",,,,,,,,96,,,,,English,,,,9781405345644,0,0,,Unread,,,,,,,0,,,,2018/03/14 07:31:06.21005034,,,,,,tPCBPgAACAAJ,,0,,
The Golden Egg Book,,,,Margaret Wise Brown,"Brown, Margaret Wise",,,,"Golden Books Publishing Company, Incorporated",2017/12/29,2017,,,,"This classic springtime tale from Margaret Wise Wise Brown, author of Goodnight Moon, is finally availabe as a board book!  The Golden Egg Book is now a board book for the very first time! This classic story follows a little bunny as it finds a blue egg and begins to wonder about all the wonderful things that might be inside. With colorful illustrations from Caldecott Medalist Leonard Weisgard, and a playful and endearing text by the legendary Margaret Wise Brown, The Golden Egg Book is perfect for the littlest of hands.",,,,,,,,26,,,,,English,,,,9781524766207,0,0,,Unread,,,,,,,0,,,,2018/03/14 07:30:44.853793978,,,,,,xKlCDwAAQBAJ,,0,,
The Runaway Bunny Board Book,,,,Margaret Wise Brown,"Brown, Margaret Wise",,,,Harper Collins,1991/02/27,1991,Juvenile Fiction,,,Clement Hurd redrew some of his pictures for this new edition of the profoundly comforting story of a bunny’s imaginary game of hide-and-seek and the lovingly steadfast mother who finds him every time.,,,,,,,,34,,,,,English,,,,9780061074295,0,0,,Unread,,,,,,,0,,,,2018/03/14 07:30:27.803308963,,,,,,bcMHIhwauIYC,,0,,
At the Carnival,,,,Leslie Valdes,"Valdes, Leslie",,,,Simon and Schuster,2012/02/07,2012,Juvenile Fiction,,,"Help Dora and Boots win the big piñata!In this reissue of a classic Dora 8x8, Dora and Boots go to the carnival, and they are determined to win the grand prize! But to win the big piñata, they first have to collect eight yellow tickets, which they win by playing games. Readers will love helping Dora and Boots find the missing pieces they need at the Ferris Wheel and Merry-Go-Round. This story is sure to be a big hit with all Dora fans—and a lesson about exploring different cultures will be called out with a letter and activity from Nick Jr. stars Moose and Zee!",,,,,,,,24,,,,,English,,,,9781442435377,0,0,,Unread,,,,,,,0,,,,2018/03/14 07:30:11.185140013,,,,,,2UmVXIcwG-oC,,0,,
D. W. Flips!,,,,Marc Tolon Brown,"Brown, Marc Tolon",,,,"Baker & Taylor, CATS",2009/07/10,2009,,,,"D.W., Arthur's irrepressible younger sister, discovers that practice makes perfect when she begins taking a gymnastics class",,,,,,,,20,,,,,English,,,,9781442017009,0,0,,Unread,,,,,,,0,,,,2018/03/14 07:29:54.84444999,,,,,,pq4bRQAACAAJ,,0,,
Snowmen All Year,,,,Caralyn Buehner,"Buehner, Caralyn",,,,Penguin,,2010,Juvenile Fiction,,,"In this lighthearted, funny follow-up to the previous Snowmen bestsellers, our young narrator dreams of a non-melting snowman friend who joins him for all of the year's events. They ride a roller coaster together, dive into a swimming pool in the summer, watch the Fourth of July fireworks, and trick-or-treat on Halloween. It's hilarious, happy wish fulfillment that kids will adore. As Kirkus said of the first book, ""It would be difficult not to fall in love with this rollicking flight of imagination.""",,,,,,,,32,,,,,English,,,,9780803733831,0,0,,Unread,,,,,,,0,,,,2018/03/14 07:29:01.192703962,,,,,,pBgvDwAAQBAJ,,0,,
